continent,country,website,crawl_id,found,num_requests,html,css,javascript,images,fonts,transferred_bytes
Europe,Germany,https://www.focus.de,6a5bb3b949eb97292dfad84d,True,291.0,2.0,12.0,86.0,130.0,4.0,15476851.0
Europe,Germany,https://www.kleinanzeigen.de,6a5bb3bcd9b021307069189f,True,160.0,2.0,2.0,66.0,59.0,0.0,6156091.0
Europe,Germany,https://www.merkur.de,6a5bb3bc58116a506047f480,True,87.0,2.0,7.0,25.0,26.0,3.0,7394527.0
Europe,Germany,https://www.t-online.de,6a5bb3becaf573d009ddbe53,True,287.0,2.0,5.0,52.0,218.0,3.0,7771512.0
Europe,Germany,https://www.zalando.de,6a5bb3be40a13aeac058d423,True,61.0,8.0,4.0,28.0,4.0,0.0,4678070.0
Europe,Germany,https://www.otto.de,6a5bb3c03b31af06c55b8bc5,True,631.0,23.0,30.0,344.0,164.0,2.0,8337664.0
Europe,Germany,https://www.spiegel.de,6a5bb3c165b78c057d197062,True,40.0,2.0,2.0,13.0,5.0,0.0,7302262.0
Europe,Germany,https://www.n-tv.de,6a5bb3c3d4e9ad277c17ca89,True,177.0,14.0,31.0,73.0,30.0,5.0,9058285.0
Europe,Germany,https://erotik.markt.de,6a5bb3c3385ae4722b670d78,True,59.0,1.0,9.0,24.0,19.0,3.0,5220054.0
Europe,Germany,https://m.ladies.de,6a5bb3c40e531a4f79a914ce,True,74.0,3.0,4.0,26.0,26.0,0.0,2658366.0
Europe,Germany,https://www.ebay.de,6a5bb3c4a82cfc64ac586cc9,True,463.0,3.0,2.0,31.0,86.0,2.0,18324804.0
Europe,Germany,https://www.welt.de,6a5bb3c4d8ec0d268c6c6dba,True,122.0,2.0,1.0,78.0,14.0,4.0,4276572.0
Europe,Germany,https://www.joyclub.de,6a5bb3c5f8f3bda2d550ddab,True,210.0,2.0,23.0,157.0,20.0,4.0,5674687.0
Europe,Germany,https://m.bild.de,6a5bb3c5f15abd91c6dda1fb,True,262.0,5.0,13.0,107.0,105.0,8.0,9222342.0
Europe,Germany,https://www.tchibo.de,6a5bb3c54ec624deaa3b694f,True,176.0,6.0,25.0,79.0,42.0,3.0,10491586.0
Europe,Germany,https://www.swr.de,6a5bb3c5fb9de24ee6a8c94b,True,107.0,1.0,12.0,25.0,63.0,4.0,9775101.0
Europe,Germany,https://www.filmstarts.de,6a5bb3c8cf2a0d4bc60957fa,True,88.0,3.0,1.0,40.0,20.0,2.0,6532719.0
Europe,Germany,https://www.wort-suchen.de,6a5bb3c8af34422a766ff469,True,66.0,16.0,1.0,20.0,18.0,0.0,5002976.0
Europe,Germany,https://www.sportschau.de,6a5bb3c99f3283959e0dcab8,True,69.0,3.0,3.0,27.0,19.0,1.0,7330226.0
Europe,Germany,https://www.stern.de,6a5bb3cb1b39448c728b63d8,True,69.0,5.0,2.0,35.0,11.0,3.0,8050594.0
Europe,Germany,https://www.gamestar.de,6a5bb3ccfd7cd34eec0303ee,True,81.0,7.0,7.0,34.0,19.0,7.0,6278647.0
Europe,Germany,https://www.nordkurier.de,6a5bb3ce58116a506047f4da,True,83.0,2.0,2.0,53.0,10.0,6.0,4148187.0
Europe,Germany,https://www.markt.de,6a5bb3cd385ae4722b670db6,True,118.0,1.0,8.0,31.0,69.0,3.0,7064199.0
Europe,Germany,https://www.fr.de,6a5bb3cf40a13aeac058d463,True,60.0,5.0,7.0,22.0,13.0,4.0,3548410.0
Europe,Germany,https://www.bild.de,6a5bb3d20cd83faa7fee8fbb,True,227.0,4.0,11.0,81.0,104.0,7.0,6860491.0
Europe,Germany,https://www1.wdr.de,6a5bb3d2951fe07e5826f144,True,98.0,4.0,15.0,22.0,52.0,4.0,4462401.0
Europe,Germany,https://www.ardmediathek.de,6a5bb3d78ef503bead5c5e8f,True,93.0,1.0,2.0,65.0,22.0,1.0,3323572.0
Europe,Germany,https://www.ruhr24.de,6a5bb3d40f12147e8c2a009b,True,45.0,1.0,5.0,15.0,15.0,4.0,2609546.0
Europe,Germany,https://www.autoscout24.de,6a5bb3d649543153c3531889,True,105.0,3.0,3.0,28.0,57.0,0.0,4716893.0
Europe,Germany,https://www.schwaebische.de,6a5bb3d661bf895fc7876f90,True,83.0,2.0,2.0,53.0,12.0,6.0,5206899.0
Europe,Germany,https://www.mobile.de,6a5bb3d69a849ce39dd5b160,True,6.0,2.0,0.0,0.0,2.0,2.0,76932.0
Europe,Germany,https://www.giga.de,6a5bb3d83f3a445f192266d0,True,76.0,2.0,3.0,30.0,34.0,3.0,4326414.0
Europe,Germany,https://web.de,6a5bb3d8a2a360a864d8958e,True,101.0,9.0,2.0,44.0,31.0,1.0,3101459.0
Europe,Germany,https://www.br.de,6a5bb3dbf8f3bda2d550de80,True,183.0,3.0,4.0,7.0,165.0,4.0,16035329.0
Europe,Germany,https://www.hna.de,6a5bb3e0846d3fb85090910f,True,105.0,8.0,6.0,26.0,40.0,1.0,8160344.0
Europe,Germany,https://start.schulportal.hessen.de,6a5bb3e0af34422a766ff4ae,True,28.0,1.0,11.0,11.0,3.0,2.0,1108917.0
Europe,Germany,https://www.arbeitsagentur.de,6a5bb3e049eb97292dfad973,True,72.0,1.0,2.0,48.0,8.0,5.0,8048596.0
Europe,Germany,https://www.gala.de,6a5bb3e080e17abc02a2b66d,True,2.0,1.0,0.0,0.0,1.0,0.0,3932.0
Europe,Germany,https://www.tagesschau.de,6a5bb3e20f12147e8c2a00cb,True,51.0,2.0,2.0,26.0,12.0,1.0,6359675.0
Europe,Germany,https://suchen.mobile.de,6a5bb3e240a13aeac058d4a2,True,6.0,2.0,0.0,0.0,2.0,2.0,76932.0
Europe,Germany,https://www.chip.de,6a5bb3e2fb9de24ee6a8c9b9,True,297.0,3.0,16.0,69.0,89.0,5.0,31558248.0
Europe,Germany,https://www.joyn.de,6a5bb3e3f679f762d86b6594,True,216.0,9.0,22.0,63.0,62.0,2.0,7565141.0
Europe,Germany,https://www.elster.de,6a5bb3e3d9b0213070691942,True,35.0,2.0,2.0,13.0,8.0,4.0,17028093.0
Europe,Germany,https://kunde.comdirect.de,6a5bb3e365b78c057d19708d,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,Germany,https://www.thomann.de,6a5bb3e3cf2a0d4bc6095855,True,74.0,2.0,4.0,4.0,55.0,4.0,6345256.0
Europe,Germany,https://www.tagesspiegel.de,6a5bb3e3caf573d009ddbf75,True,247.0,4.0,27.0,65.0,122.0,13.0,10920227.0
Europe,Germany,https://www.immobilienscout24.de,6a5bb3e49a849ce39dd5b169,True,17.0,1.0,3.0,2.0,3.0,4.0,1995435.0
Europe,Germany,https://www.deine-tierwelt.de,6a5bb3e41b39448c728b6420,True,122.0,3.0,2.0,34.0,72.0,4.0,7500992.0
Europe,Germany,https://www.ndr.de,6a5bb3e4d8ec0d268c6c6e37,True,35.0,1.0,3.0,6.0,15.0,3.0,2853134.0
Europe,Germany,https://www.wetteronline.de,6a5bb4303f3a445f1922684b,True,122.0,6.0,20.0,36.0,51.0,1.0,4524434.0
Europe,Germany,https://www.zeit.de,6a5bb3e7d4e9ad277c17cb3d,True,169.0,2.0,30.0,64.0,46.0,8.0,6273981.0
Europe,Germany,https://www.sport.de,6a5bb3e605a0e5ffc2d7a866,True,128.0,4.0,2.0,35.0,78.0,1.0,5997554.0
Europe,Germany,https://www.kaufland.de,6a5bb3e7951fe07e5826f1a9,True,5.0,2.0,0.0,1.0,0.0,0.0,80168.0
Europe,Germany,https://www.vinted.de,6a5bb3e73f3a445f1922671f,True,137.0,1.0,6.0,68.0,31.0,3.0,10486347.0
Europe,Germany,https://www.lidl.de,6a5bb3e780e17abc02a2b672,True,296.0,2.0,29.0,53.0,182.0,9.0,20957839.0
Europe,Germany,https://home.mobile.de,6a5bb3e73bc3ac3ced29239c,True,6.0,2.0,0.0,0.0,2.0,2.0,76932.0
Europe,Germany,https://www.chefkoch.de,6a5bb3e8385ae4722b670e2f,True,97.0,2.0,1.0,22.0,63.0,6.0,4186183.0
Europe,Germany,https://web.arbeitsagentur.de,6a5bb3e89ecc9eedfbc3c4a7,True,67.0,1.0,2.0,44.0,8.0,5.0,5693679.0
Europe,Germany,https://www.thalia.de,6a5bb3f10e531a4f79a9151b,True,6.0,3.0,0.0,2.0,0.0,0.0,454350.0
Europe,Germany,https://www.dhl.de,6a5bb3ec65b78c057d197093,True,64.0,4.0,4.0,15.0,26.0,7.0,6561813.0
Europe,Germany,https://www.gegen-hartz.de,6a5bb3ec58116a506047f530,True,84.0,5.0,3.0,41.0,29.0,1.0,2956320.0
Europe,Germany,https://www.fussball.de,6a5bb3f140a13aeac058d4ab,True,78.0,8.0,2.0,20.0,34.0,2.0,6685343.0
Europe,Germany,https://www.mediamarkt.de,6a5bb3f1af34422a766ff4cd,True,160.0,1.0,5.0,50.0,71.0,1.0,10305626.0
Europe,Germany,https://www.sueddeutsche.de,6a5bb3f2fd7cd34eec030442,True,107.0,4.0,6.0,30.0,39.0,11.0,8255246.0
Europe,Germany,https://m.mobile.de,6a5bb3f2d9b0213070691968,True,6.0,2.0,0.0,0.0,2.0,2.0,76932.0
Europe,Germany,https://www.bahn.de,6a5bb3f20cd83faa7fee90a1,True,224.0,3.0,16.0,172.0,18.0,4.0,5451846.0
Europe,Germany,https://www.sport1.de,6a5bb3f249543153c35318f5,True,158.0,3.0,3.0,77.0,41.0,7.0,6741344.0
Europe,Germany,https://www.bonprix.de,6a5bb3f3951fe07e5826f1b1,True,174.0,9.0,1.0,102.0,49.0,2.0,4227684.0
Europe,Germany,https://ich-tanke.de,6a5bb3f33b31af06c55b8e3f,True,69.0,17.0,1.0,25.0,7.0,1.0,6189719.0
Europe,Germany,https://m.tvspielfilm.de,6a5bb3f361bf895fc7876fe6,True,277.0,2.0,2.0,16.0,248.0,0.0,5326385.0
Europe,Germany,https://www.mdr.de,6a5bb3f43bc3ac3ced2923a5,True,17.0,1.0,1.0,1.0,11.0,0.0,1750735.0
Europe,Germany,https://www.fernsehserien.de,6a5bb3f44ec624deaa3b6a02,True,41.0,4.0,2.0,14.0,20.0,0.0,1813341.0
Europe,Germany,https://www.thueringer-allgemeine.de,6a5bb3f4f8f3bda2d550df3a,True,90.0,4.0,1.0,48.0,27.0,0.0,4565999.0
Europe,Germany,https://www.kino.de,6a5bb3f449eb97292dfad9be,True,115.0,2.0,2.0,32.0,71.0,3.0,5470779.0
Europe,Germany,https://www.presseportal.de,6a5bb3f59a849ce39dd5b17d,True,89.0,10.0,3.0,9.0,53.0,1.0,14292905.0
Europe,Germany,https://www.westlotto.de,6a5bb3f5f15abd91c6dda304,True,84.0,5.0,2.0,37.0,20.0,1.0,6994162.0
Europe,Germany,https://www.bunte.de,6a5bb3f7d8ec0d268c6c6e5d,True,157.0,3.0,11.0,69.0,60.0,2.0,6447575.0
Europe,Germany,https://www.auto-motor-und-sport.de,6a5bb3f7846d3fb85090917b,True,165.0,3.0,22.0,57.0,64.0,3.0,5635350.0
Europe,Germany,https://www.doctolib.de,6a5bb3f8385ae4722b670e93,True,282.0,1.0,27.0,215.0,24.0,5.0,25926720.0
Europe,Germany,https://www.vodafone.de,6a5bb3f9d9b0213070691971,True,109.0,8.0,7.0,19.0,62.0,6.0,14551853.0
Europe,Germany,https://www.tz.de,6a5bb3fa9f3283959e0dcb00,True,76.0,3.0,7.0,22.0,20.0,4.0,7179852.0
Europe,Germany,https://m.sport.bild.de,6a5bb3fb58116a506047f587,True,333.0,3.0,10.0,82.0,213.0,13.0,6125045.0
Europe,Germany,https://www.abendblatt.de,6a5bb400d4e9ad277c17cbe9,True,97.0,4.0,2.0,50.0,30.0,1.0,4726836.0
Europe,Germany,https://sellercentral.amazon.de,6a5bb4003f3a445f192267ab,True,77.0,2.0,3.0,14.0,33.0,10.0,4037989.0
Europe,Germany,https://www.hse.de,6a5bb4000e531a4f79a91524,True,154.0,5.0,6.0,32.0,73.0,2.0,15347177.0
Europe,Germany,https://www.wetter.de,6a5ba03f639c3ac9950d3ce4,True,174.0,4.0,1.0,118.0,26.0,7.0,17123535.0
Europe,Germany,https://www.waz.de,6a5bb4001b39448c728b649d,True,115.0,6.0,1.0,67.0,22.0,3.0,5880969.0
Europe,Germany,https://www.familie.de,6a5bb400dcca2f7de5b52a80,True,97.0,2.0,2.0,31.0,51.0,5.0,5225258.0
Europe,Germany,https://www.hessenschau.de,6a5bb401caf573d009ddc06f,True,36.0,2.0,1.0,13.0,14.0,5.0,1947067.0
Europe,Germany,https://www.stuttgarter-zeitung.de,6a5bb401cf2a0d4bc60958a2,True,354.0,8.0,55.0,156.0,107.0,0.0,13574399.0
Europe,Germany,https://www.mydealz.de,6a5bb40280e17abc02a2b79d,True,7.0,4.0,0.0,2.0,0.0,0.0,413920.0
Europe,Germany,https://www.flashscore.de,6a5bb402a2a360a864d895f6,True,315.0,10.0,38.0,84.0,138.0,13.0,18509161.0
Europe,Germany,https://www.businessinsider.de,6a5bb4029ecc9eedfbc3c4ed,True,82.0,2.0,7.0,53.0,10.0,4.0,3140204.0
Europe,Germany,https://www.einfachbacken.de,6a5bb40265b78c057d1970d6,True,132.0,3.0,2.0,43.0,60.0,13.0,9581725.0
Europe,Germany,https://www.abendzeitung-muenchen.de,6a5bb4023bc3ac3ced2923b9,True,111.0,1.0,4.0,49.0,34.0,7.0,10303061.0
Europe,Germany,https://www.adac.de,6a5bb403f679f762d86b666f,True,130.0,4.0,5.0,81.0,36.0,3.0,6426800.0
Europe,Germany,https://www.netzwelt.de,6a5bb404fb9de24ee6a8cae5,True,67.0,9.0,1.0,24.0,22.0,4.0,7474926.0
Europe,Germany,https://www.telekom.de,6a5bb40405a0e5ffc2d7a8e9,True,133.0,4.0,7.0,43.0,67.0,8.0,6615460.0
Europe,Germany,https://www.poco.de,6a5bb4060cd83faa7fee9184,True,135.0,2.0,1.0,73.0,52.0,2.0,15127236.0
Europe,Germany,https://www.kreiszeitung.de,6a5bb406951fe07e5826f262,True,57.0,1.0,7.0,20.0,18.0,4.0,3448958.0
Europe,France,https://www.lefigaro.fr,6a5bb4079f3283959e0dcb4f,True,244.0,4.0,102.0,89.0,15.0,9.0,9140261.0
Europe,France,https://www.ouest-france.fr,6a5bb407f15abd91c6dda35b,True,6.0,1.0,1.0,0.0,2.0,1.0,371636.0
Europe,France,https://www.lequipe.fr,6a5bb409f8f3bda2d550df97,True,231.0,2.0,49.0,125.0,40.0,5.0,6969932.0
Europe,France,https://cfspart.impots.gouv.fr,6a5bb4094ec624deaa3b6a2e,True,46.0,5.0,4.0,14.0,17.0,5.0,2289377.0
Europe,France,https://actu.fr,6a5bb409a82cfc64ac586e9b,True,48.0,6.0,2.0,15.0,15.0,7.0,4566571.0
Europe,France,https://m.flashscore.fr,6a5bb40b49543153c3531996,True,36.0,8.0,2.0,13.0,5.0,1.0,2986911.0
Europe,France,https://www.ladepeche.fr,6a5bb40c61bf895fc78770fe,True,143.0,5.0,4.0,42.0,55.0,3.0,8229254.0
Europe,France,https://www.meteociel.fr,6a5bb40ccaf573d009ddc096,True,67.0,3.0,5.0,9.0,45.0,0.0,2350377.0
Europe,France,https://www.vinted.fr,6a5bb40cd8ec0d268c6c6efd,True,139.0,1.0,6.0,68.0,32.0,3.0,10624414.0
Europe,France,https://www.lemonde.fr,6a5ba052649e43ab3a80c08b,True,61.0,2.0,2.0,14.0,33.0,7.0,2656398.0
Europe,France,https://www.flashscore.fr,6a5bb40dfd7cd34eec0304b0,True,213.0,6.0,38.0,46.0,98.0,3.0,10144273.0
Europe,France,https://www.pagesjaunes.fr,6a5bb40d0f12147e8c2a0101,True,19.0,12.0,0.0,4.0,0.0,0.0,1079366.0
Europe,France,https://www.leprogres.fr,6a5bb40e49eb97292dfada34,True,171.0,6.0,5.0,47.0,83.0,4.0,9503572.0
Europe,France,https://www.credit-agricole.fr,6a5bb40e3f3a445f192267fb,True,77.0,2.0,5.0,42.0,20.0,0.0,7834037.0
Europe,France,https://cfspro.impots.gouv.fr,6a5bb40e3b31af06c55b8e87,True,36.0,1.0,4.0,9.0,17.0,3.0,1804860.0
Europe,France,https://www.letelegramme.fr,6a5bb45c3b31af06c55b8f4d,True,256.0,12.0,10.0,85.0,132.0,3.0,7099457.0
Europe,France,https://www.folieporno.fr,6a5bb411f15abd91c6dda364,True,32.0,1.0,1.0,6.0,21.0,1.0,1034473.0
Europe,France,https://www.franceinfo.fr,6a5bb41280e17abc02a2b7a7,True,150.0,9.0,43.0,59.0,25.0,2.0,5321364.0
Europe,France,https://voscomptesenligne.labanquepostale.fr,6a5bb413846d3fb850909223,True,13.0,2.0,2.0,3.0,2.0,2.0,703742.0
Europe,France,https://webmail.sfr.fr,6a5bb414951fe07e5826f29e,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,France,https://www.zeturf.fr,6a5bb41840a13aeac058d5ac,True,69.0,4.0,10.0,24.0,15.0,0.0,6498705.0
Europe,France,https://cuisine.journaldesfemmes.fr,6a5bb418dcca2f7de5b52ae4,True,93.0,1.0,5.0,40.0,24.0,4.0,8313699.0
Europe,France,https://www.blancheporte.fr,6a5bb41ad4e9ad277c17cc4d,True,93.0,5.0,16.0,27.0,28.0,6.0,5672345.0
Europe,France,https://www.auchan.fr,6a5bb419cf2a0d4bc6095a07,True,202.0,8.0,24.0,80.0,45.0,0.0,5620608.0
Europe,France,https://www.service-public.gouv.fr,6a5bb4191b39448c728b6513,True,94.0,4.0,4.0,46.0,33.0,4.0,3148199.0
Europe,France,https://www.midilibre.fr,6a5bb41aa82cfc64ac586ece,True,147.0,3.0,4.0,45.0,56.0,3.0,9569954.0
Europe,France,https://www.radiofrance.fr,6a5bb41af679f762d86b66f4,True,311.0,5.0,68.0,174.0,54.0,1.0,7524241.0
Europe,France,https://www.zone-turf.fr,6a5bb41b0e531a4f79a915c1,True,161.0,20.0,12.0,63.0,47.0,0.0,7134682.0
Europe,France,https://zimbra.free.fr,6a5bb41d0f12147e8c2a0117,True,69.0,4.0,4.0,14.0,39.0,5.0,3654875.0
Europe,France,https://www.laposte.fr,6a5bb41d0cd83faa7fee920e,True,2.0,2.0,0.0,0.0,0.0,0.0,856.0
Europe,France,https://www.rugbyrama.fr,6a5bb41df15abd91c6dda387,True,176.0,11.0,12.0,44.0,76.0,3.0,8731271.0
Europe,France,https://brocabrac.fr,6a5bb41dcaf573d009ddc0dc,True,27.0,1.0,1.0,13.0,6.0,3.0,4311176.0
Europe,France,https://cfspart-idp.impots.gouv.fr,6a5bb41d951fe07e5826f2a2,True,45.0,5.0,4.0,14.0,17.0,5.0,2289377.0
Europe,France,https://www.naturabuy.fr,6a5bb41e3bc3ac3ced29242b,True,159.0,5.0,6.0,26.0,101.0,3.0,8625467.0
Europe,France,https://www.allocine.fr,6a5bb41d3b31af06c55b8eae,True,84.0,4.0,1.0,37.0,19.0,2.0,6357414.0
Europe,France,https://www.creditmutuel.fr,6a5bb41f846d3fb850909233,True,49.0,2.0,9.0,14.0,19.0,3.0,3139214.0
Europe,France,https://www.laredoute.fr,6a5bb42005a0e5ffc2d7a971,True,7.0,2.0,0.0,2.0,0.0,0.0,1359899.0
Europe,France,https://www.cic.fr,6a5bb420af34422a766ff570,True,107.0,3.0,12.0,19.0,49.0,5.0,4815989.0
Europe,France,https://www.zalando.fr,6a464b995ed1a52d94c27884,True,114.0,8.0,5.0,41.0,23.0,0.0,9085185.0
Europe,France,https://oidc.franceconnect.gouv.fr,6a5bb4224ec624deaa3b6a5f,True,13.0,1.0,5.0,3.0,2.0,2.0,1304762.0
Europe,France,https://www.lindependant.fr,6a5bb423385ae4722b670fb0,True,150.0,3.0,5.0,47.0,58.0,3.0,9823959.0
Europe,France,https://www.rtl.fr,6a5bb424f8f3bda2d550e081,True,182.0,9.0,0.0,32.0,107.0,4.0,13694607.0
Europe,France,https://www.tube8.fr,6a5bb425fb9de24ee6a8cb2b,True,44.0,2.0,3.0,10.0,20.0,1.0,2553734.0
Europe,France,https://www.ameli.fr,6a5bb4240cd83faa7fee9213,True,54.0,1.0,4.0,15.0,29.0,1.0,2528733.0
Europe,France,https://www.doctolib.fr,6a5bb4259a849ce39dd5b1d9,True,275.0,1.0,27.0,215.0,17.0,5.0,25723013.0
Europe,France,https://www.sudouest.fr,6a5bb42540a13aeac058d5f4,True,5.0,3.0,0.0,1.0,0.0,0.0,155790.0
Europe,France,https://www.gifi.fr,6a5bb4251b39448c728b6574,True,118.0,4.0,13.0,31.0,52.0,6.0,10696217.0
Europe,France,https://www.gala.fr,6a5bb426d8ec0d268c6c6f8b,True,168.0,3.0,71.0,60.0,12.0,9.0,7178213.0
Europe,France,https://france3-regions.franceinfo.fr,6a5bb42649543153c35319bd,True,124.0,5.0,2.0,18.0,94.0,2.0,7674567.0
Europe,France,https://www.20minutes.fr,6a5bb427caf573d009ddc0fa,True,123.0,2.0,2.0,25.0,77.0,4.0,5679677.0
Europe,France,https://www.ebay.fr,6a5bb428dcca2f7de5b52b44,True,348.0,3.0,2.0,30.0,77.0,2.0,15578712.0
Europe,France,https://mobile.free.fr,6a5bb428b7cafea7db54a220,True,108.0,8.0,1.0,27.0,46.0,7.0,10538202.0
Europe,France,https://www.electrodepot.fr,6a5bb42805a0e5ffc2d7a97b,True,115.0,3.0,5.0,40.0,44.0,5.0,11433999.0
Europe,France,https://www.carrefour.fr,6a5bb429951fe07e5826f2d2,True,6.0,2.0,0.0,2.0,0.0,0.0,976980.0
Europe,France,https://www.labanquepostale.fr,6a5bb42b9f3283959e0dcc46,True,38.0,1.0,1.0,15.0,10.0,0.0,3520654.0
Europe,France,https://www.impots.gouv.fr,6a5bb42d4ec624deaa3b6a6f,True,47.0,2.0,2.0,5.0,34.0,0.0,2653297.0
Europe,France,https://www.tf1info.fr,6a5bb42e40a13aeac058d5fc,True,125.0,4.0,0.0,52.0,56.0,2.0,9338998.0
Europe,France,https://www.but.fr,6a5bb42f80e17abc02a2b840,True,246.0,6.0,29.0,98.0,53.0,9.0,13517286.0
Europe,France,https://www.tf1.fr,6a5bb42fcf2a0d4bc6095ad4,True,188.0,10.0,0.0,67.0,70.0,3.0,15525430.0
Europe,France,https://www.bouyguestelecom.fr,6a5bb42f58116a506047f6d7,True,165.0,11.0,22.0,42.0,65.0,10.0,9663033.0
Europe,France,https://www.castorama.fr,6a5bb42f0f12147e8c2a015f,True,2.0,2.0,0.0,0.0,0.0,0.0,31754.0
Europe,France,https://mail02.orange.fr,6a5bb430846d3fb850909267,True,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Europe,France,https://www.equidia.fr,6a5bb4318ef503bead5c5f6c,True,85.0,7.0,8.0,22.0,31.0,5.0,6937365.0
Europe,France,https://www.doctissimo.fr,6a5bb431f15abd91c6dda43a,True,153.0,3.0,6.0,44.0,66.0,1.0,7653686.0
Europe,France,https://www.bricodepot.fr,6a5bb43261bf895fc7877190,True,291.0,15.0,4.0,104.0,112.0,1.0,12327882.0
Europe,France,https://toutelatele.ouest-france.fr,6a5bb43565b78c057d19715d,True,66.0,3.0,5.0,22.0,27.0,0.0,3727357.0
Europe,France,https://www.ici.fr,6a5bb435fb9de24ee6a8cb5a,True,217.0,1.0,49.0,113.0,40.0,2.0,7763008.0
Europe,France,https://login.orange.fr,6a5bb4360cd83faa7fee924c,True,46.0,2.0,3.0,27.0,3.0,5.0,3027629.0
Europe,France,https://www.thomann.fr,6a5bb437846d3fb85090926d,True,73.0,1.0,4.0,4.0,52.0,4.0,6293882.0
Europe,France,https://www.huffingtonpost.fr,6a5bb437951fe07e5826f2db,True,49.0,3.0,4.0,11.0,25.0,2.0,1921916.0
Europe,France,https://www.francetravail.fr,6a5bb43b3b31af06c55b8f05,True,69.0,1.0,4.0,16.0,39.0,4.0,4332147.0
Europe,France,https://www.sfr.fr,6a46741178250edaae4c3fdc,True,47.0,2.0,3.0,9.0,29.0,3.0,1991528.0
Europe,France,https://www.airbnb.fr,6a5bb4469f3283959e0dcc6f,True,121.0,3.0,1.0,80.0,5.0,1.0,10513282.0
Europe,France,https://pause-maison.ouest-france.fr,6a5bb4470f12147e8c2a0164,True,82.0,2.0,18.0,26.0,30.0,0.0,8585394.0
Europe,France,https://www.alcopa-auction.fr,6a5bb44749eb97292dfadae2,True,33.0,2.0,4.0,9.0,11.0,0.0,11273760.0
Europe,France,https://journaldesseniors.20minutes.fr,6a5bb4483bc3ac3ced2924cd,True,69.0,3.0,20.0,31.0,8.0,0.0,4161348.0
Europe,France,https://monespaceprive.msa.fr,6a5bb448a82cfc64ac586f64,True,63.0,2.0,12.0,28.0,7.0,6.0,6981467.0
Europe,France,https://enthdf.fr,6a5bb448af34422a766ff5de,True,48.0,3.0,6.0,8.0,21.0,4.0,3766898.0
Europe,France,https://la1ere.franceinfo.fr,6a5bb448b7cafea7db54a28f,True,100.0,6.0,13.0,57.0,19.0,2.0,4350131.0
Europe,France,https://www.pmu.fr,6a5bb44b65b78c057d1971a2,True,76.0,3.0,1.0,16.0,39.0,6.0,11971953.0
Europe,France,https://www.marieclaire.fr,6a5bb449fd7cd34eec030588,True,168.0,8.0,2.0,30.0,66.0,0.0,8834802.0
Europe,France,https://www.viamichelin.fr,6a5bb4490e531a4f79a91665,True,2.0,2.0,0.0,0.0,0.0,0.0,614.0
Europe,France,https://www.gemo.fr,6a5bb44ad4e9ad277c17ccad,True,153.0,4.0,3.0,44.0,45.0,4.0,6755013.0
Europe,France,https://m.genybet.fr,6a5bb44b49543153c3531a3c,True,152.0,17.0,11.0,40.0,74.0,6.0,11028681.0
Europe,France,https://particuliers.sg.fr,6a5bb44ba2a360a864d89734,True,94.0,6.0,7.0,42.0,23.0,5.0,6997534.0
Europe,France,https://messervices.etudiant.gouv.fr,6a5bb44a385ae4722b671049,True,68.0,2.0,3.0,11.0,48.0,3.0,3984771.0
Europe,France,https://www.estrepublicain.fr,6a5bb44b0cd83faa7fee927d,True,174.0,5.0,6.0,42.0,88.0,5.0,9886056.0
Europe,France,https://mail01.orange.fr,6a5bb44ccaf573d009ddc178,True,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Europe,France,https://sports.orange.fr,6a5bb44e7ccf15065d63c005,True,125.0,4.0,1.0,33.0,79.0,3.0,4001172.0
Europe,France,https://trucmania.ouest-france.fr,6a5bb44ff679f762d86b682e,True,82.0,2.0,13.0,30.0,24.0,0.0,4672664.0
Europe,France,https://www.caf.fr,6a5bb44fd8ec0d268c6c7036,True,15.0,5.0,3.0,2.0,2.0,1.0,445675.0
Europe,France,https://maison.20minutes.fr,6a5bb44f8ef503bead5c5fc4,True,48.0,1.0,8.0,22.0,13.0,0.0,3405304.0
Europe,France,https://www.cofidis.fr,6a5bb44f40a13aeac058d67c,True,82.0,4.0,11.0,20.0,36.0,2.0,3324383.0
Europe,France,https://www.transfermarkt.fr,6a5bb450f8f3bda2d550e13a,True,162.0,4.0,13.0,26.0,96.0,0.0,6908429.0
Europe,France,https://mon-essence.fr,6a5bb450951fe07e5826f30f,True,33.0,7.0,3.0,7.0,10.0,3.0,3686123.0
Europe,France,https://avis-de-deces.ouest-france.fr,6a5bb45baf34422a766ff611,True,54.0,4.0,6.0,23.0,12.0,5.0,10165764.0
Europe,France,https://www.lassuranceretraite.fr,6a5bb4520e531a4f79a9166a,True,53.0,2.0,3.0,7.0,33.0,8.0,3737766.0
Europe,France,https://www.cuisineactuelle.fr,6a5bb4520f12147e8c2a01b9,True,60.0,3.0,3.0,17.0,30.0,0.0,2871957.0
Europe,France,https://www.journaldesfemmes.fr,6a5bb452caf573d009ddc17e,True,137.0,1.0,3.0,36.0,75.0,3.0,8251488.0
Europe,France,https://www.veepee.fr,6a5bb4521b39448c728b65ed,True,115.0,2.0,2.0,67.0,20.0,7.0,8137016.0
